ID,Degree_Centrality,Essentiality
31903,0.4926590538336052,0
31745,0.4310766721044045,0
33129,0.3758836324089178,1
35368,0.3189233278955954,0
31107,0.3167482327351821,1
32343,0.288200108754758,0
35627,0.2856171832517672,0
31238,0.2687601957585644,0
32940,0.2567971723762914,0
35923,0.2540783034257748,0
33076,0.2509516041326808,0
31111,0.2376291462751495,1
32859,0.2124796084828711,1
35364,0.2059543230016313,0
34596,0.1869222403480152,0
31921,0.1809407286568787,1
36219,0.1746873300706905,0
31984,0.1733278955954323,0
35584,0.1722403480152256,0
36869,0.1718325176726481,1
35876,0.1718325176726481,0
33832,0.169521479064709,1
31536,0.1689777052746057,0
31052,0.1688417618270799,0
31152,0.1673463839042958,1
36388,0.1662588363240891,0
32665,0.1617727025557368,0
36901,0.1610929853181076,0
32489,0.1597335508428493,0
34400,0.1593257205002718,0
36334,0.154431756389342,1
31331,0.1541598694942903,0
33632,0.1508972267536704,0
32598,0.1506253398586188,1
33830,0.1470908102229472,0
33953,0.1466829798803697,0
34665,0.1465470364328439,0
31584,0.1464110929853181,0
31480,0.1458673191952147,1
36695,0.1443719412724306,1
31315,0.1427406199021207,0
35651,0.1419249592169657,1
36461,0.1417890157694399,0
35511,0.1417890157694399,0
30988,0.1407014681892332,0
36907,0.1400217509516041,1
36110,0.1397498640565524,0
35451,0.1392060902664491,0
31676,0.13852637302882,0
35292,0.1375747688961392,0
33773,0.1375747688961392,1
33135,0.1373028820010875,1
32813,0.1373028820010875,1
32449,0.1371669385535617,0
33472,0.1351277868406742,1
34321,0.1348558999456226,0
32345,0.1334964654703643,0
33797,0.1334964654703643,1
32236,0.1330886351277868,1
33843,0.1328167482327351,0
32737,0.1326808047852093,0
36828,0.1326808047852093,0
30946,0.1315932572050027,0
33524,0.130505709624796,1
32629,0.1280587275693311,0
34635,0.1272430668841761,1
35759,0.1271071234366503,0
35596,0.1269711799891245,0
31529,0.1268352365415986,0
33335,0.1264274061990212,0
31786,0.1262914627514953,0
35653,0.1260195758564437,1
31937,0.1260195758564437,1
34404,0.1254758020663404,0
32210,0.1250679717237629,0
33348,0.1247960848287112,0
32711,0.1245241979336595,0
32926,0.1228928765633496,0
32225,0.1227569331158238,1
34681,0.121805328983143,0
33128,0.1216693855356171,1
32041,0.1216693855356171,1
34967,0.1212615551930396,1
33997,0.120989668297988,0
31753,0.1207177814029363,0
36123,0.1189505165851005,0
32437,0.1188145731375747,0
33080,0.1182707993474714,0
32895,0.1177270255573681,1
35256,0.1167754214246873,0
32529,0.116231647634584,0
35726,0.1151441000543773,0
34649,0.114600326264274,1
34084,0.1143284393692223,1
31882,0.1143284393692223,0
33087,0.1141924959216965,0
36634,0.1136487221315932,0
35676,0.1132408917890157,0
