ID,Eigenvector_Centrality
31903,0.10206156257753878
31745,0.08545476137273791
31107,0.08461345023309523
35368,0.0778416748019731
33129,0.07505806785027955
32343,0.0703668921257463
31111,0.06507993301249657
35627,0.06174656800683827
35923,0.05931438154609462
32859,0.05891473671190977
35876,0.057332490079826895
31921,0.05583110926755091
33076,0.055767235626281095
31238,0.05535772216014785
31052,0.05339870702815935
32940,0.053167199085713775
33632,0.05261931529495569
36901,0.05216952247824669
31536,0.05205204017225895
35364,0.0514938321342042
34400,0.050348655944832954
33832,0.050202462533960525
31152,0.049464469926751076
36869,0.04870173188310463
31984,0.04776887294900474
36334,0.04717142084251377
36388,0.04669039213389607
31676,0.04647691867842387
33135,0.04645043432903906
31331,0.046430414033151055
32598,0.04633756432153602
36828,0.04570710786392864
33830,0.0453529804091063
35292,0.04471289556279415
36695,0.04449316776949791
31315,0.044371770928377886
32813,0.04407459573269731
31937,0.043404777157843674
34649,0.043329119496403584
36110,0.04327624290562251
33953,0.04322129030549068
34321,0.04301699686717456
36461,0.042975398044601994
36907,0.04293815958879108
31584,0.042779355371012615
35511,0.042672383958385865
35759,0.042624999411401424
31529,0.042622954049715195
35451,0.04257952370726305
32345,0.04257033785297774
34635,0.04244068575237549
35676,0.042166679704224344
35651,0.04187584746157598
30988,0.04170025056728814
34967,0.04154987670633235
36467,0.04154536072741369
31987,0.04137109986645861
33997,0.04111284904494899
32926,0.041041265090365354
32236,0.04086421867192549
36125,0.040858508926392145
32210,0.040687956008031434
31753,0.040274923439668514
33335,0.0402747610300128
35584,0.04008541874347956
33080,0.04005933118993727
32225,0.039949497879358815
32437,0.0398762894840922
34908,0.03983852147444477
31358,0.03980611695098498
35726,0.039711926645171626
32449,0.03969058608203894
32035,0.03965367088095006
34596,0.03950128002342734
32711,0.03918741599879369
32106,0.03914000756284934
33128,0.03910689463799153
34665,0.0389368090162196
36634,0.0388277510764434
32737,0.03879980867572857
35653,0.038789364534854105
33773,0.03877622398288519
35596,0.03870690842091309
35128,0.038621734156921994
34404,0.038608758493947806
32489,0.038560944010843964
33348,0.038514782056662755
32895,0.0383338732691439
33472,0.03831722690631187
32629,0.03825542537670775
35690,0.03812210163872243
36123,0.03793699909596641
33226,0.03774707630636204
32257,0.03771075668521715
33087,0.03746577281073022
33200,0.03726362930656702
32199,0.037175318756918284
31965,0.03700185426134921
31480,0.0365691629831036
35487,0.036341233090913354
32663,0.03632267587822346
33524,0.03630095790746243
33662,0.03625764484114036
31469,0.036189776815795806
35762,0.036174632322236756
31562,0.03606009136174126
34681,0.03600187348365213
36856,0.035913001988347334
33360,0.03549690119152809
32391,0.03549609915467823
32048,0.035451654797193234
32296,0.03537995169078657
33115,0.03537235889591112
33728,0.03524493147946697
33181,0.03519709263488061
35681,0.03501777650118966
36091,0.03496490196916351
33952,0.03489063178998722
32996,0.03483992507400476
34517,0.034815059382169534
35375,0.03473995619182889
33591,0.034739675771010746
31631,0.03473415605910226
32710,0.034715509635714535
35097,0.03470967194696616
34711,0.03468286096200108
32493,0.034616385911871037
33246,0.034525523235277314
36625,0.03445469464425947
31957,0.034392303344063783
32213,0.03438807697642454
34392,0.03436857931649479
34576,0.034341551820098785
32041,0.034293860331755216
34362,0.034202457356370536
35413,0.034137280516047024
36918,0.03413221744568956
32529,0.034031300735473204
31825,0.03397969182206725
35540,0.03391419743663365
34429,0.03390544095163186
36219,0.03387009119885562
36540,0.03384875900640822
32835,0.03384725917948706
32764,0.0336757003472837
31916,0.03364315513819119
31960,0.033599908776418934
33440,0.03359483126785401
35805,0.033538063370721606
32241,0.03339701028863086
32692,0.03330927175843148
31579,0.03330623153631021
34085,0.033210353655523675
33675,0.033173038719128044
35850,0.033128831637210365
33467,0.03310388216978567
35441,0.03296932239211728
35831,0.032898046157648804
31786,0.03278390645941897
32219,0.03273527095959271
31351,0.03266856626777204
34084,0.03265846070715024
31700,0.032609155352576
30946,0.03258528021158366
31453,0.032424759245716556
31160,0.03240525763643947
31040,0.03236066902969306
31014,0.0323461391304762
31638,0.03233445104876103
32289,0.032331667723386186
31016,0.03231622369545241
35819,0.0323139735126043
35721,0.032235850480119475
32388,0.03221839548060347
30927,0.03217442711478981
36639,0.032168924347128106
33639,0.032119810294711774
31755,0.03209141628623169
33797,0.03207120581739177
34091,0.03202721326154753
34385,0.032019401270642
35688,0.03200437601583039
32537,0.03197288796840585
31724,0.03186477013971542
35040,0.031800736708440615
36611,0.03177847696969519
34513,0.03176726127229694
32665,0.031758129914207595
32277,0.03171097802836274
36905,0.03169840555587183
36302,0.03169210935971865
33320,0.03167984626259533
32561,0.03157676438866922
33991,0.031506789213936126
32801,0.03149906991996394
31320,0.03145437845177548
35744,0.031347428184383845
33136,0.031333605336260846
35577,0.03132528079730158
31914,0.031298773281970164
34997,0.03121454019112307
34280,0.031207009773650127
32052,0.031191749025842746
33981,0.03115598597613403
30968,0.031146828213918447
