Centrality_Method,Accuracy,F1 Score,Precision,Recall,Time
data/Betweenness_centrality_ess.csv,0.8087535680304472,0.36421147763217354,0.3627362736273627,0.36569872958257715,1.1556675434112549
data/Closeness_centrality_ess.csv,0.8163653663177926,0.3895164934478084,0.38793879387938796,0.3911070780399274,1.1853306293487549
data/Degree_centrality_ess.csv,0.8182683158896289,0.39584274740171715,0.39423942394239425,0.397459165154265,1.1724860668182373
data/Eigenvector_centrality_ess.csv,0.8237053146663041,0.41391775869859915,0.41224122412241226,0.41560798548094374,1.1032276153564453
data/Information_centrality_ess.csv,0.8185401658284627,0.39674649796656125,0.3951395139513951,0.39836660617059894,1.134119987487793
