ID,Closeness_Centrality
31903,0.6521121760738374
31745,0.6085804207387775
33129,0.6007194244604317
35368,0.5761329778892896
31107,0.5739728167473832
35627,0.5681150456162054
32343,0.5634105198589173
31238,0.5510311211098613
35923,0.546848254818784
33076,0.5443769447325529
32940,0.5383939038686987
31111,0.5349836184929013
32859,0.5332752739676319
35364,0.5316162639270727
35876,0.5251947680651847
34596,0.5232500178024638
36869,0.5232127598974651
31052,0.522766078542971
31152,0.522766078542971
35584,0.5211347517730497
36388,0.5201755627920147
36901,0.5199915080319865
31536,0.5182677387501763
32489,0.5164464436322744
34400,0.5162287480680062
31984,0.5148903370471586
31584,0.5147100028019053
36219,0.5147100028019053
32665,0.5142777155655095
32598,0.5141697571898397
33832,0.512913583693983
35292,0.5116991643454039
36695,0.5107743639649659
35511,0.5107033639143731
31331,0.5104904821453383
33632,0.5099944475291505
31315,0.5098882797862744
31676,0.5096053817879187
32345,0.5094640504749358
31937,0.5088995082761965
35653,0.5086881273797161
34665,0.508301051466519
32813,0.508090167335085
34321,0.5080199115044248
30988,0.5079847908745247
33797,0.5075987841945289
32711,0.5075637217655592
33135,0.5073534488710902
34681,0.5073534488710902
33080,0.5068984547461368
33830,0.5061651856444169
32236,0.5059212338198843
34635,0.5058515764835467
36110,0.5056775170325511
32629,0.5056427195155518
33128,0.5055035773252614
36461,0.5051907872121004
33335,0.504774335371299
33472,0.504774335371299
32529,0.5044970820460006
34404,0.5044624467939036
33348,0.5039434881009532
36334,0.5039434881009532
33524,0.503908928816349
31921,0.5035635964912281
32225,0.5033566241950952
30946,0.5033221453524214
33843,0.5032532018354907
33997,0.5031842772033144
31786,0.5027711255559357
33953,0.5027367268746579
35651,0.5023586518082997
36634,0.5022899719734774
34362,0.5021526686257091
36907,0.501741208603619
35451,0.5016726974807127
31480,0.5011594598281272
32106,0.5011594598281272
35759,0.5009544586855741
32710,0.5009203081327971
35676,0.5007155025553662
31882,0.5005790585189727
32895,0.5005790585189727
32926,0.5005108643825352
35796,0.500476774281433
32449,0.5002723311546841
36828,0.5000680549884307
35596,0.5000340251786322
36091,0.5
36467,0.499897952241649
32257,0.4998299435412557
34280,0.4996939816388983
36458,0.4995580936841389
33981,0.499524133242692
34084,0.4990152801358234
32035,0.4989813934537552
31529,0.4987443154822507
33773,0.4986766202918222
31014,0.498642779587405
35726,0.4979331842515416
32663,0.4969565805491681
32210,0.4968557711812834
31562,0.4967885876546548
31453,0.4967214222943284
34752,0.496687846424226
35540,0.4966207082995404
32213,0.4965535883227463
34649,0.4965200351375093
32692,0.4964194027834076
33952,0.4960507662188618
31987,0.4960507662188618
31700,0.4960172809504523
35805,0.4959838002024975
34085,0.495950323974082
31469,0.495916852264291
33467,0.4958833850722094
33503,0.4958833850722094
35721,0.4958499223969229
31825,0.4958164642375168
34429,0.4957161168454428
36540,0.4952817471016446
32199,0.4952149885429303
32737,0.4951148844417492
32041,0.4950815254008893
35690,0.4949814752441899
32511,0.4948814655172414
31579,0.4948148148148148
34711,0.4947148724163469
31502,0.4947148724163469
31147,0.4947148724163469
32437,0.4946815672546115
31753,0.4944152873099179
33440,0.4942822548096327
36408,0.4942822548096327
36100,0.4942157654022061
34513,0.4942157654022061
36123,0.4942157654022061
35810,0.4942157654022061
32219,0.4941160648241544
32764,0.4940828402366864
31907,0.4939831932773109
32048,0.4939167842979095
31631,0.4937176644493717
32277,0.4937176644493717
31607,0.4936513268390998
34639,0.4936513268390998
35128,0.4936513268390998
33246,0.4935850070531336
32505,0.4934524209253911
35762,0.4933530280649926
32243,0.4933199060087277
33136,0.4932205665189958
33816,0.4931874622457883
33360,0.4931874622457883
35688,0.4930881760837471
33675,0.4930881760837471
33591,0.4930550895792793
35532,0.492889723638315
35256,0.492889723638315
33238,0.4928236083165661
33662,0.4927244685844565
36147,0.4926583975863225
32119,0.4925923443051552
33087,0.4925593243062072
31724,0.4925593243062072
31960,0.4925593243062072
36877,0.4925263087338293
35980,0.4924932975871313
33573,0.4924932975871313
36930,0.49239429069222
36125,0.4923283082077052
31610,0.4922953235964089
35744,0.4922623434045689
35002,0.4922293676312969
31033,0.4921304668140111
34576,0.4920975087061345
36310,0.4920645550123886
34392,0.4917681702583322
34494,0.4915707786994915
32044,0.491505016722408
32129,0.4914392723381487
36918,0.4914392723381487
33074,0.4913078363198716
31384,0.4912749882997927
35681,0.4912093054348552
35993,0.4911764705882352
33730,0.4911764705882352
35145,0.4911436401310073
35101,0.4910451750868752
31965,0.490717243221584
33200,0.490717243221584
35487,0.4905861930831887
34908,0.4905861930831887
36728,0.4905861930831887
31320,0.490520694259012
33822,0.49038974906567
33340,0.49038974906567
33181,0.490357023690357
34517,0.4902915860412357
31638,0.4902588737656792
33232,0.4902261658549603
32028,0.4901607631245414
36269,0.490062691743364
33874,0.4898340110659289
35959,0.4898013598186908
36830,0.4898013598186908
31986,0.4897360703812317
32751,0.4897360703812317
35831,0.4897034321892702
34455,0.4897034321892702
31957,0.4896707983473277
36639,0.4896707983473277
33405,0.4895403064623584
35476,0.4894424831812429
33320,0.4893772893772893
31859,0.4892469538584459
36525,0.4892143808255659
34997,0.4892143808255659
36005,0.4892143808255659
36030,0.4892143808255659
34967,0.4890515806988352
35375,0.4890515806988352
36210,0.4890515806988352
32296,0.4890515806988352
33728,0.4890190336749634
32996,0.4888888888888889
31351,0.4887263052876621
32835,0.4887263052876621
32241,0.4886938015429635
36193,0.4886613021214337
35049,0.4886288070222104
31358,0.4885313476497573
35413,0.4884339271470354
31040,0.4884014622798271
31226,0.488206763670188
35141,0.488206763670188
33667,0.4881743289928248
36856,0.4881418986248588
33115,0.4880770508136832
34745,0.4879798113959357
31182,0.4879798113959357
34479,0.4878178317732191
31229,0.4877854487519915
36242,0.4877530700298705
34127,0.4877530700298705
34248,0.4877206956060003
35097,0.4876883254795248
32417,0.4876883254795248
36749,0.4876559596495885
35603,0.4876559596495885
31352,0.4876559596495885
36838,0.4874941949180654
33991,0.4874941949180654
34599,0.4874618548494095
36201,0.4874295190713101
30951,0.4874295190713101
34293,0.4873648603833654
36095,0.4873648603833654
31543,0.4873325374718132
33226,0.487235594456601
33519,0.4871063970831952
35972,0.4870741084449158
36611,0.4870741084449158
35708,0.4870418240869623
32561,0.4870418240869623
35835,0.4869772682086288
