ID,Degree_Centrality
31903,0.4926590538336052
31745,0.43107667210440453
33129,0.37588363240891787
35368,0.3189233278955954
31107,0.31674823273518216
32343,0.288200108754758
35627,0.2856171832517672
31238,0.2687601957585644
32940,0.25679717237629146
35923,0.25407830342577487
33076,0.2509516041326808
31111,0.23762914627514953
32859,0.21247960848287112
35364,0.2059543230016313
34596,0.18692224034801522
31921,0.1809407286568787
36219,0.17468733007069057
31984,0.1733278955954323
35584,0.17224034801522564
36869,0.17183251767264818
35876,0.17183251767264818
33832,0.16952147906470907
31536,0.16897770527460576
31052,0.1688417618270799
31152,0.1673463839042958
36388,0.16625883632408917
32665,0.1617727025557368
36901,0.16109298531810765
32489,0.15973355084284935
34400,0.15932572050027188
36334,0.15443175638934203
31331,0.15415986949429036
33632,0.15089722675367045
32598,0.1506253398586188
33830,0.14709081022294723
33953,0.14668297988036974
34665,0.14654703643284392
31584,0.1464110929853181
31480,0.14586731919521478
36695,0.14437194127243066
31315,0.1427406199021207
35651,0.14192495921696574
36461,0.1417890157694399
35511,0.1417890157694399
30988,0.14070146818923326
36907,0.14002175095160413
36110,0.13974986405655246
35451,0.13920609026644915
31676,0.13852637302882
35292,0.1375747688961392
33773,0.1375747688961392
33135,0.13730288200108753
32813,0.13730288200108753
32449,0.1371669385535617
33472,0.13512778684067428
34321,0.1348558999456226
32345,0.1334964654703643
33797,0.1334964654703643
32236,0.13308863512778682
33843,0.13281674823273518
32737,0.13268080478520933
36828,0.13268080478520933
30946,0.1315932572050027
33524,0.13050570962479607
32629,0.12805872756933115
34635,0.12724306688417616
35759,0.12710712343665034
35596,0.12697117998912452
31529,0.12683523654159867
33335,0.1264274061990212
31786,0.12629146275149536
35653,0.12601957585644372
31937,0.12601957585644372
34404,0.1254758020663404
32210,0.1250679717237629
33348,0.12479608482871124
32711,0.12452419793365958
32926,0.12289287656334963
32225,0.12275693311582381
34681,0.121805328983143
33128,0.12166938553561717
32041,0.12166938553561717
34967,0.12126155519303969
33997,0.12098966829798803
31753,0.12071778140293637
36123,0.11895051658510059
32437,0.11881457313757476
33080,0.11827079934747144
32895,0.11772702555736812
35256,0.11677542142468732
32529,0.116231647634584
35726,0.11514410005437736
34649,0.11460032626427405
34084,0.11432843936922239
31882,0.11432843936922239
33087,0.11419249592169656
36634,0.11364872213159324
35676,0.11324089178901577
32106,0.11324089178901577
32048,0.11324089178901577
33662,0.11310494834148993
31987,0.11310494834148993
36467,0.11283306144643827
35762,0.11092985318107666
36091,0.11079390973355083
36125,0.11052202283849917
36540,0.11011419249592169
33822,0.10997824904839586
31631,0.10997824904839586
31957,0.10984230560087002
35487,0.1097063621533442
34085,0.10957041870581836
33238,0.10943447525829254
34908,0.10943447525829254
31825,0.10889070146818923
32257,0.1087547580206634
34362,0.10807504078303425
32663,0.10807504078303425
31579,0.10725938009787928
32035,0.10712343665035344
35681,0.10712343665035344
31638,0.10671560630777596
33226,0.10603588907014681
32199,0.10589994562262098
32296,0.10562805872756932
31033,0.10549211528004349
36830,0.10535617183251766
32710,0.10508428493746601
31562,0.10508428493746601
31014,0.10481239804241435
35831,0.10386079390973355
31358,0.10372485046220771
33467,0.10358890701468189
36201,0.10345296356715605
33200,0.10236541598694943
34293,0.10222947253942359
35850,0.10154975530179444
34576,0.10154975530179444
35805,0.10127786840674279
35743,0.10127786840674279
31040,0.10127786840674279
30927,0.10100598151169113
35540,0.1008700380641653
31965,0.10046220772158782
34517,0.10032626427406198
31700,0.10032626427406198
30951,0.10005437737901032
34280,0.10005437737901032
32996,0.09978249048395867
35819,0.09964654703643283
32219,0.09964654703643283
31469,0.09964654703643283
35690,0.09964654703643283
33246,0.09937466014138117
31543,0.09923871669385535
33728,0.09869494290375203
36458,0.0985589994562262
33440,0.0985589994562262
36269,0.09842305600870037
35128,0.09828711256117455
32241,0.09787928221859706
33360,0.09774333877107122
33816,0.09774333877107122
32511,0.09774333877107122
33405,0.09747145187601956
32561,0.09747145187601956
31502,0.09733550842849374
32354,0.0971995649809679
33044,0.09692767808591625
33981,0.09692767808591625
31352,0.09692767808591625
35721,0.09679173463839041
32364,0.09679173463839041
34091,0.09679173463839041
33181,0.09679173463839041
33730,0.09665579119086459
35097,0.09665579119086459
32213,0.09651984774333876
34429,0.09651984774333876
32692,0.09611201740076128
36639,0.09611201740076128
35620,0.09597607395323544
35375,0.09597607395323544
31724,0.09584013050570962
35796,0.09570418705818379
33952,0.09556824361065795
35413,0.0952963567156063
32493,0.0952963567156063
36930,0.09516041326808047
35810,0.09516041326808047
31453,0.09516041326808047
31907,0.09502446982055464
35688,0.09488852637302882
36877,0.09475258292550298
33115,0.09461663947797716
35972,0.09448069603045132
32764,0.09420880913539967
34711,0.09420880913539967
31879,0.09407286568787383
35744,0.09407286568787383
32023,0.09407286568787383
34752,0.09393692224034801
32052,0.09380097879282218
33874,0.09380097879282218
36100,0.09366503534529635
32044,0.09339314845024468
31351,0.09339314845024468
33232,0.09339314845024468
36918,0.09312126155519303
31960,0.09284937466014137
31147,0.09271343121261555
33675,0.09257748776508971
34902,0.09244154431756388
32289,0.09244154431756388
36005,0.09230560087003806
31384,0.0920337139749864
31016,0.0920337139749864
36408,0.0920337139749864
33136,0.0920337139749864
34455,0.0920337139749864
36611,0.09189777052746056
33814,0.09189777052746056
33726,0.09176182707993474
34479,0.09176182707993474
31607,0.09148994018488309
36346,0.09148994018488309
32119,0.09121805328983142
36473,0.0910821098423056
34862,0.0910821098423056
36693,0.0910821098423056
35101,0.09081022294725394
36075,0.0906742794997281
32388,0.0906742794997281
32277,0.09053833605220228
35708,0.09026644915715062
35746,0.09026644915715062
36490,0.09013050570962479
33991,0.08999456226209895
36147,0.08999456226209895
34392,0.08985861881457313
32391,0.0897226753670473
32505,0.0897226753670473
36856,0.08945078847199564
34513,0.08931484502446982
35002,0.08931484502446982
33591,0.08931484502446982
31160,0.08904295812941815
36210,0.08890701468189233
34997,0.08890701468189233
34644,0.08877107123436649
33503,0.08863512778684067
36625,0.08836324089178901
33639,0.08795541054921152
33224,0.08795541054921152
31559,0.08795541054921152
31245,0.08781946710168569
31601,0.08781946710168569
33320,0.08754758020663403
35476,0.08754758020663403
33340,0.08754758020663403
34385,0.08754758020663403
34639,0.08741163675910821
32835,0.08741163675910821
33573,0.08741163675910821
32183,0.08727569331158237
34398,0.08713974986405655
36310,0.08659597607395322
34745,0.0864600326264274
36242,0.0864600326264274
34494,0.0864600326264274
32751,0.08632408917890157
31916,0.08605220228384991
36838,0.08591625883632409
34599,0.08578031538879825
32028,0.08578031538879825
33074,0.08564437194127242
32117,0.0855084284937466
35577,0.08537248504622076
35141,0.08537248504622076
32243,0.08537248504622076
33579,0.08523654159869494
33839,0.0851005981511691
31914,0.0851005981511691
31610,0.08496465470364328
35161,0.08482871125611745
35980,0.08482871125611745
34021,0.08469276780859161
33102,0.08455682436106579
36030,0.08455682436106579
32890,0.08428493746601413
35842,0.0841489940184883
33829,0.0841489940184883
35993,0.08401305057096248
34099,0.08401305057096248
36193,0.08387710712343664
35145,0.08360522022838499
31138,0.08360522022838499
35077,0.08333333333333333
31788,0.0831973898858075
35959,0.0831973898858075
35532,0.08306144643828167
36302,0.08292550299075584
31320,0.08292550299075584
35441,0.08278955954323002
36362,0.08251767264817834
35040,0.08238172920065252
35346,0.08210984230560087
36104,0.08210984230560087
31740,0.08197389885807503
32129,0.08183795541054921
31742,0.08170201196302337
35603,0.08170201196302337
35049,0.08156606851549755
31391,0.08143012506797172
35402,0.08129418162044588
36525,0.08129418162044588
33665,0.08115823817292006
31222,0.08115823817292006
33121,0.08115823817292006
33519,0.08115823817292006
34487,0.0808863512778684
31360,0.0808863512778684
31632,0.08075040783034257
33205,0.08061446438281675
35456,0.08061446438281675
36728,0.08047852093529091
31755,0.08034257748776508
33341,0.08020663404023926
31717,0.08007069059271342
32871,0.08007069059271342
36271,0.08007069059271342
33667,0.0799347471451876
34248,0.07979880369766176
32136,0.0795269168026101
34101,0.0795269168026101
35046,0.07939097335508427
31986,0.07939097335508427
30968,0.07925502990755845
32801,0.07925502990755845
34916,0.07911908646003261
36905,0.07898314301250679
35014,0.07898314301250679
31828,0.07871125611745514
31249,0.07871125611745514
35137,0.07871125611745514
31463,0.0785753126699293
30980,0.07830342577487764
32566,0.07816748232735181
36925,0.07789559543230015
33086,0.07789559543230015
35446,0.07789559543230015
31581,0.07789559543230015
36598,0.07775965198477433
36354,0.07775965198477433
30971,0.07775965198477433
34127,0.07775965198477433
34568,0.07748776508972267
35835,0.07748776508972267
36350,0.07694399129961935
36749,0.07680804785209353
34213,0.07653616095704187
36009,0.07640021750951603
33925,0.07626427406199021
33116,0.07612833061446438
35659,0.07612833061446438
35587,0.07612833061446438
33481,0.07599238716693854
31612,0.07585644371941272
32537,0.07585644371941272
35773,0.07585644371941272
32949,0.07572050027188688
33342,0.07558455682436106
33817,0.07558455682436106
31792,0.07558455682436106
32891,0.07544861337683523
34403,0.07544861337683523
31954,0.0753126699293094
33227,0.0753126699293094
32297,0.0753126699293094
36095,0.07517672648178357
31667,0.07517672648178357
34611,0.07504078303425774
31919,0.07490483958673191
35293,0.07490483958673191
33831,0.07449700924415442
36397,0.07449700924415442
31215,0.0743610657966286
31017,0.0743610657966286
34152,0.0743610657966286
33610,0.07422512234910277
36256,0.07422512234910277
34110,0.07395323545405111
35636,0.07368134855899945
31182,0.07354540511147362
33404,0.0734094616639478
31604,0.07327351821642196
32024,0.07327351821642196
33383,0.07286568787384448
36841,0.07272974442631865
32678,0.07272974442631865
32342,0.07272974442631865
35254,0.07259380097879281
35783,0.07259380097879281
33453,0.07245785753126699
34133,0.07245785753126699
31387,0.07218597063621533
33671,0.0720500271886895
36866,0.07177814029363784
33483,0.07177814029363784
34469,0.07177814029363784
36622,0.071642196846112
34449,0.071642196846112
32363,0.071642196846112
32266,0.07150625339858618
35927,0.07137030995106035
31859,0.07137030995106035
32897,0.07123436650353453
31217,0.07123436650353453
32191,0.07109842305600869
31643,0.07082653616095703
31930,0.07082653616095703
32026,0.0706905927134312
36861,0.0706905927134312
35591,0.07055464926590538
33895,0.07055464926590538
36353,0.07041870581837954
35024,0.07041870581837954
34502,0.07041870581837954
34664,0.07041870581837954
31509,0.07028276237085372
32329,0.07014681892332789
36231,0.07014681892332789
31339,0.07001087547580206
34441,0.06987493202827623
35305,0.06987493202827623
33681,0.06987493202827623
31195,0.06973898858075041
35957,0.06973898858075041
32983,0.06960304513322457
31209,0.06960304513322457
32454,0.06960304513322457
36679,0.06960304513322457
32417,0.06946710168569874
32450,0.06946710168569874
35976,0.06933115823817292
113164,0.06919521479064708
33628,0.06919521479064708
32179,0.06919521479064708
32441,0.06919521479064708
33364,0.06919521479064708
35658,0.06905927134312126
33938,0.06905927134312126
33040,0.06905927134312126
34543,0.06892332789559542
34424,0.06892332789559542
31575,0.06892332789559542
36600,0.06892332789559542
33166,0.0687873844480696
34535,0.0687873844480696
36274,0.06865144100054377
34241,0.06865144100054377
31133,0.06851549755301795
36025,0.06837955410549211
33739,0.06837955410549211
36803,0.06837955410549211
36026,0.06837955410549211
34942,0.06824361065796627
34464,0.06824361065796627
32827,0.06824361065796627
36931,0.06824361065796627
31265,0.06810766721044045
34528,0.06810766721044045
34950,0.06810766721044045
32691,0.06810766721044045
36391,0.06797172376291462
36551,0.0678357803153888
34744,0.0678357803153888
32420,0.0678357803153888
32522,0.0678357803153888
35376,0.0678357803153888
32867,0.06769983686786296
35221,0.06769983686786296
34123,0.06769983686786296
32166,0.06756389342033714
31229,0.06756389342033714
35797,0.0674279499728113
36517,0.0674279499728113
32807,0.0674279499728113
34199,0.06729200652528547
36434,0.06729200652528547
31300,0.06729200652528547
36568,0.06715606307775965
34547,0.06715606307775965
35606,0.06702011963023381
34032,0.06702011963023381
36061,0.06688417618270799
36917,0.06674823273518216
35170,0.06674823273518216
36169,0.06674823273518216
31210,0.06674823273518216
35675,0.06674823273518216
31961,0.06674823273518216
36513,0.06674823273518216
31467,0.06674823273518216
36393,0.06674823273518216
34447,0.06661228928765633
31226,0.06661228928765633
34724,0.0664763458401305
36155,0.0664763458401305
36355,0.0664763458401305
33131,0.0664763458401305
36552,0.06634040239260466
34212,0.06606851549755301
34944,0.06606851549755301
31289,0.06606851549755301
30973,0.06606851549755301
32182,0.06593257205002719
33919,0.06593257205002719
34518,0.06593257205002719
33062,0.06579662860250135
32415,0.06579662860250135
36698,0.06566068515497553
33531,0.06566068515497553
31689,0.06566068515497553
32270,0.06566068515497553
36200,0.0655247417074497
32458,0.0655247417074497
33847,0.0655247417074497
34651,0.06538879825992387
35845,0.06525285481239804
36403,0.0651169113648722
34179,0.0651169113648722
35829,0.0651169113648722
35300,0.06498096791734638
31901,0.06498096791734638
36087,0.06498096791734638
33762,0.06484502446982054
36395,0.06484502446982054
34156,0.06470908102229472
33049,0.06470908102229472
35968,0.06470908102229472
31278,0.06470908102229472
36729,0.06457313757476889
33203,0.06457313757476889
32115,0.06457313757476889
32144,0.06430125067971723
32794,0.06430125067971723
32038,0.06430125067971723
32368,0.06430125067971723
33349,0.06430125067971723
33992,0.06430125067971723
31109,0.06430125067971723
34699,0.06430125067971723
33776,0.06430125067971723
33424,0.06416530723219141
33920,0.06416530723219141
34747,0.06402936378466557
32143,0.06402936378466557
31962,0.06402936378466557
32530,0.06389342033713974
31058,0.06389342033713974
36499,0.06389342033713974
33656,0.06375747688961392
34628,0.06375747688961392
36516,0.06362153344208808
35401,0.06362153344208808
35414,0.06348558999456226
34541,0.06348558999456226
35725,0.06348558999456226
34334,0.06348558999456226
33193,0.06334964654703643
36837,0.06334964654703643
35288,0.06334964654703643
30926,0.06334964654703643
33027,0.06307775965198477
32600,0.06307775965198477
31115,0.06307775965198477
35211,0.06307775965198477
