ID,Information_Centrality,Essentiality
34916,0.0009079575835464,0
31828,0.0009079332427645,1
31463,0.0009079294281103,0
31249,0.0009078580602579,0
35137,0.000907849103526,0
32566,0.0009078207401815,0
31581,0.0009078148515103,1
36598,0.0009078088803947,1
30980,0.0009077961495704,0
35835,0.0009077938362467,0
33086,0.0009077921447169,0
36354,0.000907789533105,1
36925,0.0009077882662431,1
35446,0.0009077868541801,1
34127,0.0009077862725159,0
34568,0.0009077823379069,1
30971,0.0009077466403028,0
36350,0.0009077002993755,1
36749,0.0009075971726087,1
35587,0.0009075907441125,0
33481,0.0009075885710729,0
36009,0.0009075783312709,0
33116,0.0009075697127692,0
33925,0.0009075624003165,1
34213,0.0009075617394836,0
32537,0.0009075541219763,0
31792,0.0009075332203607,0
35773,0.0009075082938532,0
31612,0.000907507925776,0
33342,0.0009074914222811,1
34403,0.0009074836235316,0
31954,0.0009074766895968,1
32949,0.0009074672007768,1
32891,0.0009074658034215,0
33227,0.0009074500028442,0
33817,0.0009074473343803,0
32297,0.0009074437320617,1
34611,0.0009074112084972,0
31919,0.0009073921187244,0
33831,0.0009073683048159,0
35293,0.0009073655061846,1
36095,0.0009073594174538,0
31667,0.0009073178010365,0
31017,0.0009073071452695,0
36256,0.0009073024489977,1
34152,0.0009072871096055,0
33610,0.0009072677967567,0
34110,0.0009072202254426,1
33404,0.0009071818692139,1
32024,0.0009071458592204,0
31182,0.0009071399116382,1
35636,0.0009071179727334,0
36397,0.000907100480333,0
31604,0.0009070988854717,0
35254,0.0009070791040168,0
33383,0.0009070600303002,0
32678,0.000907051913515,1
32342,0.0009070190141991,0
35783,0.0009070165923337,0
34133,0.0009070116873062,0
33453,0.000906992823449,0
35659,0.0009069776840516,0
31387,0.0009069655299614,1
34469,0.0009069477400073,0
33671,0.0009069473567313,1
36841,0.0009069430673002,0
31215,0.0009069374717669,0
36622,0.0009069218689296,1
36866,0.000906910887824,0
33483,0.0009068829878735,0
32266,0.000906868794373,1
34449,0.0009068603851299,1
