Dimension,Epochs,Length_of_Walk,Num_Walks,Context_Size,Return_Hyperparam,Accuracy,Balanced_Accuracy,F1_Score,Matthews_Corrcoef,Roc_Auc,Precision,Recall
32,5,80,10,5,0.5,0.9178454842219804,0.7896458880454931,0.6924643584521385,0.655326879393277,0.7896458880454931,0.8095238095238095,0.604982206405694
32,5,80,10,5,1,0.9292709466811752,0.7993060841064461,0.7257383966244727,0.7027185229466196,0.7993060841064461,0.8911917098445595,0.6120996441281139
32,5,80,10,5,1.5,0.9238302502720348,0.7960947803171077,0.7107438016528925,0.6799098234487991,0.7960947803171077,0.8472906403940886,0.6120996441281139
32,5,80,10,10,0.5,0.9107725788900979,0.7650559863959572,0.6554621848739496,0.6194824280479605,0.7650559863959572,0.8,0.5551601423487544
32,5,80,10,10,1,0.9211099020674647,0.7871979831640827,0.697286012526096,0.6667366498420995,0.7871979831640827,0.8434343434343434,0.594306049822064
32,5,80,10,10,1.5,0.9162132752992383,0.7799331225986648,0.6804979253112033,0.645593846332572,0.7799331225986648,0.8159203980099502,0.5836298932384342
32,5,80,10,20,0.5,0.9249183895538629,0.7879876667649486,0.7063829787234042,0.6824331597427472,0.7879876667649487,0.8783068783068783,0.5907473309608541
32,5,80,10,20,1,0.9227421109902068,0.7925360614558977,0.7053941908713693,0.67465928773659,0.7925360614558977,0.845771144278607,0.604982206405694
32,5,80,10,20,1.5,0.9156692056583242,0.770862617909704,0.6709129511677282,0.640355478418622,0.7708626179097041,0.8315789473684211,0.5622775800711743
32,5,80,20,5,0.5,0.9238302502720348,0.7858871769554097,0.7021276595744681,0.6774557108337945,0.7858871769554097,0.873015873015873,0.5871886120996441
32,5,80,20,5,1,0.9189336235038085,0.7727894001833071,0.6795698924731183,0.6541514202736992,0.7727894001833072,0.8586956521739131,0.5622775800711743
32,5,80,20,5,1.5,0.9194776931447225,0.7876928210789523,0.6942148760330578,0.6606167625710619,0.7876928210789523,0.8275862068965517,0.597864768683274
