Dimension,Epochs,Length_of_Walk,Num_Walks,Context_Size,Return_Hyperparam,Accuracy,Balanced_Accuracy,F1_Score,Matthews_Corrcoef,Roc_Auc,Precision,Recall
32,5,80,10,5,0.5,0.9042699724517906,0.797994880546075,0.7157464212678937,0.6698428297861599,0.7979948805460751,0.8373205741626795,0.625
32,5,80,10,5,1,0.8918732782369146,0.78080204778157,0.6815415821501013,0.6262498471569201,0.78080204778157,0.7887323943661971,0.6
32,5,80,10,5,1.5,0.8973121984838043,0.780125350738075,0.6889352818371608,0.6427042467000701,0.780125350738075,0.8291457286432161,0.5892857142857143
32,5,80,10,10,0.5,0.9049586776859504,0.7997805948317893,0.7183673469387755,0.6725210601109838,0.7997805948317893,0.8380952380952381,0.6285714285714286
32,5,80,10,10,1,0.8953168044077136,0.7842942467089224,0.689795918367347,0.6377793342074705,0.7842942467089226,0.8047619047619048,0.6035714285714285
32,5,80,10,10,1.5,0.8855961405926946,0.767431682322801,0.6598360655737705,0.602328043029875,0.767431682322801,0.7740384615384616,0.575
32,5,80,10,20,0.5,0.8994490358126722,0.7895721599219894,0.7008196721311476,0.6522104681431822,0.7895721599219894,0.8221153846153846,0.6107142857142858
32,5,80,10,20,1,0.8932506887052342,0.7735007313505607,0.6764091858037579,0.6275224035916463,0.7735007313505609,0.8140703517587939,0.5785714285714286
32,5,80,10,20,1.5,0.8973829201101928,0.7842150170648464,0.6927835051546392,0.6440353132554728,0.7842150170648465,0.8195121951219512,0.6
32,5,80,20,5,0.5,0.9159779614325069,0.8215565577766943,0.754032258064516,0.7130074655684719,0.8215565577766942,0.8657407407407407,0.6678571428571428
32,5,80,20,5,1,0.9070247933884298,0.7956240858117991,0.7181628392484343,0.6782824161827345,0.7956240858117991,0.864321608040201,0.6142857142857143
32,5,80,20,5,1.5,0.8911845730027548,0.7613481228668942,0.6609442060085838,0.6170478982011461,0.7613481228668942,0.8279569892473119,0.55
32,5,80,20,10,0.5,0.9035148173673329,0.7948380505062829,0.7119341563786008,0.6667341557391976,0.7948380505062829,0.8398058252427184,0.6178571428571429
32,5,80,20,10,1,0.8953168044077136,0.7856533398342271,0.6910569105691057,0.6383125015267225,0.7856533398342272,0.8018867924528302,0.6071428571428571
32,5,80,20,10,1.5,0.9049586776859504,0.7997805948317893,0.7183673469387755,0.6725210601109838,0.7997805948317893,0.8380952380952381,0.6285714285714286
32,5,80,20,20,0.5,0.8980013783597519,0.7805523362205685,0.6903765690376569,0.645049759671835,0.7805523362205686,0.8333333333333334,0.5892857142857143
32,5,80,20,20,1,0.8973829201101928,0.7774195514383229,0.6863157894736842,0.641985084186228,0.7774195514383229,0.8358974358974359,0.5821428571428572
32,5,80,20,20,1.5,0.9028256374913852,0.7916936074173478,0.7080745341614907,0.6636805017878031,0.7916936074173478,0.8423645320197044,0.6107142857142858
32,5,120,10,5,0.5,0.9077134986225895,0.7974098000975134,0.7208333333333333,0.6809432669072217,0.7974098000975134,0.865,0.6178571428571429
32,5,120,10,5,1,0.9035812672176309,0.7934909800097514,0.7107438016528925,0.6664156680907926,0.7934909800097514,0.8431372549019608,0.6142857142857143
32,5,120,10,5,1.5,0.9139118457300276,0.808044856167723,0.7401247401247402,0.7038175546380376,0.808044856167723,0.8855721393034826,0.6357142857142857
32,5,120,10,10,0.5,0.9077134986225895,0.8028461725987324,0.7254098360655737,0.6821078520089843,0.8028461725987324,0.8509615384615384,0.6321428571428571
32,5,120,10,10,1,0.9028256374913852,0.7944110650237892,0.7104722792607802,0.6644253965573179,0.7944110650237892,0.8357487922705314,0.6178571428571429
32,5,120,10,10,1.5,0.9077134986225895,0.8028461725987324,0.7254098360655737,0.6821078520089843,0.8028461725987324,0.8509615384615384,0.6321428571428571
32,5,120,10,20,0.5,0.9207988980716253,0.8367747440273037,0.7731755424063117,0.7316971424294708,0.8367747440273038,0.8634361233480177,0.7
32,5,120,10,20,1,0.9008264462809917,0.7904254022428084,0.7037037037037038,0.6567722359558454,0.7904254022428084,0.8300970873786407,0.6107142857142858
32,5,120,10,20,1.5,0.8960055096418733,0.7724890297415894,0.6794055201698513,0.6361325417914226,0.7724890297415894,0.837696335078534,0.5714285714285714
32,5,120,20,5,0.5,0.9070247933884298,0.8146513895660653,0.7337278106508875,0.6836306067781809,0.8146513895660653,0.8193832599118943,0.6642857142857143
32,5,120,20,5,1,0.8994490358126722,0.7922903461725987,0.7032520325203252,0.6531433595203774,0.7922903461725987,0.8160377358490566,0.6178571428571429
32,5,120,20,5,1.5,0.906960716747071,0.8146364523606198,0.7337278106508875,0.6835855250954673,0.8146364523606195,0.8193832599118943,0.6642857142857143
32,5,120,20,10,0.5,0.8980716253443526,0.7819234519746465,0.6916666666666667,0.645486047677089,0.7819234519746466,0.83,0.5928571428571429
32,5,120,20,10,1,0.9146005509641874,0.8220624085811798,0.752,0.7087550386508608,0.8220624085811798,0.8545454545454545,0.6714285714285714
32,5,120,20,10,1.5,0.8966942148760331,0.7810702096538273,0.6887966804979253,0.6408508188354495,0.7810702096538275,0.8217821782178217,0.5928571428571429
